LocationID,Province,City
679,Tỉnh Lâm Đồng,Huyện Di Linh
680,Tỉnh Lâm Đồng,Huyện Bảo Lâm
681,Tỉnh Lâm Đồng,Huyện Đạ Huoai
682,Tỉnh Lâm Đồng,Huyện Đạ Tẻh
683,Tỉnh Lâm Đồng,Huyện Cát Tiên
688,Tỉnh Bình Phước,Thị xã Phước Long
689,Tỉnh Bình Phước,Thành phố Đồng Xoài
690,Tỉnh Bình Phước,Thị xã Bình Long
691,Tỉnh Bình Phước,Huyện Bù Gia Mập
692,Tỉnh Bình Phước,Huyện Lộc Ninh
693,Tỉnh Bình Phước,Huyện Bù Đốp
694,Tỉnh Bình Phước,Huyện Hớn Quản
695,Tỉnh Bình Phước,Huyện Đồng Phú
696,Tỉnh Bình Phước,Huyện Bù Đăng
697,Tỉnh Bình Phước,Thị xã Chơn Thành
698,Tỉnh Bình Phước,Huyện Phú Riềng
703,Tỉnh Tây Ninh,Thành phố Tây Ninh
705,Tỉnh Tây Ninh,Huyện Tân Biên
706,Tỉnh Tây Ninh,Huyện Tân Châu
707,Tỉnh Tây Ninh,Huyện Dương Minh Châu
708,Tỉnh Tây Ninh,Huyện Châu Thành
709,Tỉnh Tây Ninh,Thị xã Hòa Thành
710,Tỉnh Tây Ninh,Huyện Gò Dầu
711,Tỉnh Tây Ninh,Huyện Bến Cầu
712,Tỉnh Tây Ninh,Thị xã Trảng Bàng
718,Tỉnh Bình Dương,Thành phố Thủ Dầu Một
719,Tỉnh Bình Dương,Huyện Bàu Bàng
720,Tỉnh Bình Dương,Huyện Dầu Tiếng
721,Tỉnh Bình Dương,Thị xã Bến Cát
722,Tỉnh Bình Dương,Huyện Phú Giáo
723,Tỉnh Bình Dương,Thị xã Tân Uyên
724,Tỉnh Bình Dương,Thành phố Dĩ An
725,Tỉnh Bình Dương,Thành phố Thuận An
726,Tỉnh Bình Dương,Huyện Bắc Tân Uyên
731,Tỉnh Đồng Nai,Thành phố Biên Hòa
732,Tỉnh Đồng Nai,Thành phố Long Khánh
734,Tỉnh Đồng Nai,Huyện Tân Phú
735,Tỉnh Đồng Nai,Huyện Vĩnh Cửu
736,Tỉnh Đồng Nai,Huyện Định Quán
737,Tỉnh Đồng Nai,Huyện Trảng Bom
738,Tỉnh Đồng Nai,Huyện Thống Nhất
739,Tỉnh Đồng Nai,Huyện Cẩm Mỹ
740,Tỉnh Đồng Nai,Huyện Long Thành
741,Tỉnh Đồng Nai,Huyện Xuân Lộc
742,Tỉnh Đồng Nai,Huyện Nhơn Trạch
747,Tỉnh Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu
748,Tỉnh Bà Rịa - Vũng Tàu,Thành phố Bà Rịa
750,Tỉnh Bà Rịa - Vũng Tàu,Huyện Châu Đức
751,Tỉnh Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc
752,Tỉnh Bà Rịa - Vũng Tàu,Huyện Long Điền
753,Tỉnh Bà Rịa - Vũng Tàu,Huyện Đất Đỏ
754,Tỉnh Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ
755,Tỉnh Bà Rịa - Vũng Tàu,Huyện Côn Đảo
760,Thành phố Hồ Chí Minh,Quận 1
761,Thành phố Hồ Chí Minh,Quận 12
764,Thành phố Hồ Chí Minh,Quận Gò Vấp
765,Thành phố Hồ Chí Minh,Quận Bình Thạnh
766,Thành phố Hồ Chí Minh,Quận Tân Bình
767,Thành phố Hồ Chí Minh,Quận Tân Phú
768,Thành phố Hồ Chí Minh,Quận Phú Nhuận
769,Thành phố Hồ Chí Minh,Thành phố Thủ Đức
770,Thành phố Hồ Chí Minh,Quận 3
771,Thành phố Hồ Chí Minh,Quận 10
772,Thành phố Hồ Chí Minh,Quận 11
773,Thành phố Hồ Chí Minh,Quận 4
774,Thành phố Hồ Chí Minh,Quận 5
775,Thành phố Hồ Chí Minh,Quận 6
776,Thành phố Hồ Chí Minh,Quận 8
777,Thành phố Hồ Chí Minh,Quận Bình Tân
778,Thành phố Hồ Chí Minh,Quận 7
783,Thành phố Hồ Chí Minh,Huyện Củ Chi
784,Thành phố Hồ Chí Minh,Huyện Hóc Môn
785,Thành phố Hồ Chí Minh,Huyện Bình Chánh
786,Thành phố Hồ Chí Minh,Huyện Nhà Bè
787,Thành phố Hồ Chí Minh,Huyện Cần Giờ
794,Tỉnh Long An,Thành phố Tân An
795,Tỉnh Long An,Thị xã Kiến Tường
796,Tỉnh Long An,Huyện Tân Hưng
797,Tỉnh Long An,Huyện Vĩnh Hưng
798,Tỉnh Long An,Huyện Mộc Hóa
799,Tỉnh Long An,Huyện Tân Thạnh
800,Tỉnh Long An,Huyện Thạnh Hóa
801,Tỉnh Long An,Huyện Đức Huệ
802,Tỉnh Long An,Huyện Đức Hòa
803,Tỉnh Long An,Huyện Bến Lức
804,Tỉnh Long An,Huyện Thủ Thừa
805,Tỉnh Long An,Huyện Tân Trụ
806,Tỉnh Long An,Huyện Cần Đước
807,Tỉnh Long An,Huyện Cần Giuộc
808,Tỉnh Long An,Huyện Châu Thành
815,Tỉnh Tiền Giang,Thành phố Mỹ Tho
816,Tỉnh Tiền Giang,Thị xã Gò Công
817,Tỉnh Tiền Giang,Thị xã Cai Lậy
818,Tỉnh Tiền Giang,Huyện Tân Phước
819,Tỉnh Tiền Giang,Huyện Cái Bè
820,Tỉnh Tiền Giang,Huyện Cai Lậy
821,Tỉnh Tiền Giang,Huyện Châu Thành
822,Tỉnh Tiền Giang,Huyện Chợ Gạo
823,Tỉnh Tiền Giang,Huyện Gò Công Tây
824,Tỉnh Tiền Giang,Huyện Gò Công Đông
825,Tỉnh Tiền Giang,Huyện Tân Phú Đông
829,Tỉnh Bến Tre,Thành phố Bến Tre
831,Tỉnh Bến Tre,Huyện Châu Thành
832,Tỉnh Bến Tre,Huyện Chợ Lách
833,Tỉnh Bến Tre,Huyện Mỏ Cày Nam
834,Tỉnh Bến Tre,Huyện Giồng Trôm
835,Tỉnh Bến Tre,Huyện Bình Đại
836,Tỉnh Bến Tre,Huyện Ba Tri
837,Tỉnh Bến Tre,Huyện Thạnh Phú
838,Tỉnh Bến Tre,Huyện Mỏ Cày Bắc
842,Tỉnh Trà Vinh,Thành phố Trà Vinh
844,Tỉnh Trà Vinh,Huyện Càng Long
845,Tỉnh Trà Vinh,Huyện Cầu Kè
846,Tỉnh Trà Vinh,Huyện Tiểu Cần
847,Tỉnh Trà Vinh,Huyện Châu Thành
848,Tỉnh Trà Vinh,Huyện Cầu Ngang
849,Tỉnh Trà Vinh,Huyện Trà Cú
850,Tỉnh Trà Vinh,Huyện Duyên Hải
851,Tỉnh Trà Vinh,Thị xã Duyên Hải
855,Tỉnh Vĩnh Long,Thành phố Vĩnh Long
857,Tỉnh Vĩnh Long,Huyện Long Hồ
858,Tỉnh Vĩnh Long,Huyện Mang Thít
859,Tỉnh Vĩnh Long,Huyện  Vũng Liêm
860,Tỉnh Vĩnh Long,Huyện Tam Bình
861,Tỉnh Vĩnh Long,Thị xã Bình Minh
862,Tỉnh Vĩnh Long,Huyện Trà Ôn
863,Tỉnh Vĩnh Long,Huyện Bình Tân
866,Tỉnh Đồng Tháp,Thành phố Cao Lãnh
867,Tỉnh Đồng Tháp,Thành phố Sa Đéc
868,Tỉnh Đồng Tháp,Thành phố Hồng Ngự
869,Tỉnh Đồng Tháp,Huyện Tân Hồng
870,Tỉnh Đồng Tháp,Huyện Hồng Ngự
871,Tỉnh Đồng Tháp,Huyện Tam Nông
872,Tỉnh Đồng Tháp,Huyện Tháp Mười
873,Tỉnh Đồng Tháp,Huyện Cao Lãnh
874,Tỉnh Đồng Tháp,Huyện Thanh Bình
875,Tỉnh Đồng Tháp,Huyện Lấp Vò
876,Tỉnh Đồng Tháp,Huyện Lai Vung
877,Tỉnh Đồng Tháp,Huyện Châu Thành
883,Tỉnh An Giang,Thành phố Long Xuyên
884,Tỉnh An Giang,Thành phố Châu Đốc
886,Tỉnh An Giang,Huyện An Phú
887,Tỉnh An Giang,Thị xã Tân Châu
888,Tỉnh An Giang,Huyện Phú Tân
889,Tỉnh An Giang,Huyện Châu Phú
890,Tỉnh An Giang,Huyện Tịnh Biên
891,Tỉnh An Giang,Huyện Tri Tôn
892,Tỉnh An Giang,Huyện Châu Thành
893,Tỉnh An Giang,Huyện Chợ Mới
894,Tỉnh An Giang,Huyện Thoại Sơn
899,Tỉnh Kiên Giang,Thành phố Rạch Giá
900,Tỉnh Kiên Giang,Thành phố Hà Tiên
902,Tỉnh Kiên Giang,Huyện Kiên Lương
903,Tỉnh Kiên Giang,Huyện Hòn Đất
904,Tỉnh Kiên Giang,Huyện Tân Hiệp
905,Tỉnh Kiên Giang,Huyện Châu Thành
906,Tỉnh Kiên Giang,Huyện Giồng Riềng
907,Tỉnh Kiên Giang,Huyện Gò Quao
908,Tỉnh Kiên Giang,Huyện An Biên
909,Tỉnh Kiên Giang,Huyện An Minh
910,Tỉnh Kiên Giang,Huyện Vĩnh Thuận
911,Tỉnh Kiên Giang,Thành phố Phú Quốc
912,Tỉnh Kiên Giang,Huyện Kiên Hải
913,Tỉnh Kiên Giang,Huyện U Minh Thượng
914,Tỉnh Kiên Giang,Huyện Giang Thành
916,Thành phố Cần Thơ,Quận Ninh Kiều
917,Thành phố Cần Thơ,Quận Ô Môn
918,Thành phố Cần Thơ,Quận Bình Thuỷ
919,Thành phố Cần Thơ,Quận Cái Răng
923,Thành phố Cần Thơ,Quận Thốt Nốt
924,Thành phố Cần Thơ,Huyện Vĩnh Thạnh
925,Thành phố Cần Thơ,Huyện Cờ Đỏ
926,Thành phố Cần Thơ,Huyện Phong Điền
927,Thành phố Cần Thơ,Huyện Thới Lai
930,Tỉnh Hậu Giang,Thành phố Vị Thanh
931,Tỉnh Hậu Giang,Thành phố Ngã Bảy
932,Tỉnh Hậu Giang,Huyện Châu Thành A
933,Tỉnh Hậu Giang,Huyện Châu Thành
934,Tỉnh Hậu Giang,Huyện Phụng Hiệp
935,Tỉnh Hậu Giang,Huyện Vị Thuỷ
936,Tỉnh Hậu Giang,Huyện Long Mỹ
937,Tỉnh Hậu Giang,Thị xã Long Mỹ
941,Tỉnh Sóc Trăng,Thành phố Sóc Trăng
942,Tỉnh Sóc Trăng,Huyện Châu Thành
943,Tỉnh Sóc Trăng,Huyện Kế Sách
944,Tỉnh Sóc Trăng,Huyện Mỹ Tú
945,Tỉnh Sóc Trăng,Huyện Cù Lao Dung
946,Tỉnh Sóc Trăng,Huyện Long Phú
947,Tỉnh Sóc Trăng,Huyện Mỹ Xuyên
948,Tỉnh Sóc Trăng,Thị xã Ngã Năm
949,Tỉnh Sóc Trăng,Huyện Thạnh Trị
950,Tỉnh Sóc Trăng,Thị xã Vĩnh Châu
951,Tỉnh Sóc Trăng,Huyện Trần Đề
954,Tỉnh Bạc Liêu,Thành phố Bạc Liêu
956,Tỉnh Bạc Liêu,Huyện Hồng Dân
957,Tỉnh Bạc Liêu,Huyện Phước Long
958,Tỉnh Bạc Liêu,Huyện Vĩnh Lợi
959,Tỉnh Bạc Liêu,Thị xã Giá Rai
960,Tỉnh Bạc Liêu,Huyện Đông Hải
961,Tỉnh Bạc Liêu,Huyện Hoà Bình
964,Tỉnh Cà Mau,Thành phố Cà Mau
966,Tỉnh Cà Mau,Huyện U Minh
967,Tỉnh Cà Mau,Huyện Thới Bình
968,Tỉnh Cà Mau,Huyện Trần Văn Thời
969,Tỉnh Cà Mau,Huyện Cái Nước
970,Tỉnh Cà Mau,Huyện Đầm Dơi
971,Tỉnh Cà Mau,Huyện Năm Căn
972,Tỉnh Cà Mau,Huyện Phú Tân
973,Tỉnh Cà Mau,Huyện Ngọc Hiển
